Start Date;End Date;Portfolio name;Currency;Campaign Name;Ad Group Name;Targeting;Match Type;Customer Search Term;Impressions;Clicks;Click-Thru Rate (CTR);Cost Per Click (CPC);Spend;7 Day Total Sales ;Total Advertising Cost of Sales (ACoS) ;Total Return on Advertising Spend (RoAS);7 Day Total Orders (#);7 Day Total Units (#);7 Day Conversion Rate;7 Day Advertised SKU Units (#);7 Day Other SKU Units (#);7 Day Advertised SKU Sales ;7 Day Other SKU Sales 
2019-11-17;2019-11-17;Not grouped;EUR;Exact Search Terms;Lazy Zola Toothbrush;holz zahnbürsten;BROAD;zahnbürste weich holz;1;1;100,0000%;€ 0,38;€ 0,38;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-11-17;Not grouped;EUR;Exact Search Terms;Lazy Zola Toothbrush;holz zahnbürsten;PHRASE;holz zahnbürste weich;1;1;100,0000%;€ 0,96;€ 0,96;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Exact Search Terms;Lazy Zola Toothbrush;holz zahnbürsten;EXACT;holz zahnbürsten;14;1;7,1429%;€ 0,90;€ 0,90;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste holz weich;BROAD;zahnbürste sehr weich holz;2;1;50,0000%;€ 0,71;€ 0,71;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-23;2019-11-23;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste holz weich;BROAD;zahnbürste weich holz;7;1;14,2857%;€ 0,65;€ 0,65;€ 8,39;7,7473%;12,91;1;1;100,0000%;1;0;€ 8,39;€ 0,00
2019-11-24;2019-11-24;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste holz weich;PHRASE;zahnbürsten holz weiche naturborsten;1;1;100,0000%;€ 1,76;€ 1,76;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-20;2019-11-20;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste holz weich;EXACT;zahnbürsten aus holz weich;4;1;25,0000%;€ 1,48;€ 1,48;€ 5,87;25,2129%;3,97;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-11-21;2019-11-21;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;bambus zahnbürsten weich;EXACT;bambus zahnbürsten weich;10;1;10,0000%;€ 0,78;€ 0,78;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-11-19;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste nachhaltig;BROAD;nachhaltige zahnbürste;33;4;12,1212%;€ 0,83;€ 3,30;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-21;2019-11-21;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste nachhaltig;BROAD;nachhaltige zahnbürste mittel;2;1;50,0000%;€ 0,63;€ 0,63;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste nachhaltig;BROAD;nachhaltige zahnbürsten;1;1;100,0000%;€ 0,92;€ 0,92;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-23;2019-11-23;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürste nachhaltig;PHRASE;ultrasoft zahnbürsten nachhaltig;1;1;100,0000%;€ 0,25;€ 0,25;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-24;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;BROAD;zahnbürste extra weich;6;2;33,3333%;€ 0,60;€ 1,19;€ 6,71;17,7347%;5,64;1;1;50,0000%;1;0;€ 6,71;€ 0,00
2019-11-21;2019-11-21;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;BROAD;zahnbürste hand weich;2;2;100,0000%;€ 0,71;€ 1,42;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;BROAD;zahnbürste mit weichen tier borsten;1;1;100,0000%;€ 0,47;€ 0,47;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-23;2019-11-23;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;BROAD;zahnbürste naturborsten weich;1;1;100,0000%;€ 0,36;€ 0,36;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-24;2019-11-24;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;PHRASE;georganics zahnbürste weich;1;1;100,0000%;€ 0,62;€ 0,62;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;PHRASE;hand zahnbürste weich;1;1;100,0000%;€ 0,52;€ 0,52;€ 6,71;7,7496%;12,90;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-11-17;2019-11-17;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;PHRASE;zahnbürste weiche borsten;1;1;100,0000%;€ 0,87;€ 0,87;€ 6,71;12,9657%;7,71;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-11-20;2019-11-20;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;PHRASE;zahnspangen zahnbürste weich;1;1;100,0000%;€ 0,70;€ 0,70;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;EXACT;zahnbürste sehr weich;2;1;50,0000%;€ 0,51;€ 0,51;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-18;2019-11-20;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;zahnbürsten weich;EXACT;zahnbürste weich;206;3;1,4563%;€ 0,80;€ 2,39;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-24;2019-11-24;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;weiche zahnbürste;PHRASE;extra weiche zahnbürste;1;1;100,0000%;€ 0,54;€ 0,54;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-11-24;Not grouped;EUR;Lazy Zola Manual Extended Keywords;Lazy Zola Toothbrush;weiche zahnbürste;EXACT;weiche zahnbürste;95;8;8,4211%;€ 0,80;€ 6,42;€ 12,58;51,0334%;1,96;2;2;25,0000%;2;0;€ 12,58;€ 0,00
2019-11-22;2019-12-11;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;aktivkohle zahnbürste;44;4;9,0909%;€ 0,69;€ 2,74;€ 5,87;46,6780%;2,14;1;1;25,0000%;1;0;€ 5,87;€ 0,00
2019-11-23;2019-11-23;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;aktivkohle zahnbürste weich;1;1;100,0000%;€ 0,73;€ 0,73;€ 5,87;12,4361%;8,04;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-12-14;2019-12-14;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;aktivkohle-zahnbürste;1;1;100,0000%;€ 0,59;€ 0,59;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-12;2019-11-12;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b0049mgbjo;27;1;3,7037%;€ 1,17;€ 1,17;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-09;2019-11-09;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b00okjybie;4;1;25,0000%;€ 0,24;€ 0,24;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-07;2019-11-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b019cw6wzs;327;3;0,9174%;€ 0,73;€ 2,18;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-10;2019-11-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b01gq9cq1y;3;1;33,3333%;€ 1,01;€ 1,01;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-07;2019-11-07;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b01m19339e;26;1;3,8462%;€ 0,20;€ 0,20;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-07;2019-12-09;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b0711n1nrr;321;5;1,5576%;€ 0,73;€ 3,66;€ 6,71;54,5455%;1,83;1;1;20,0000%;1;0;€ 6,71;€ 0,00
2019-11-12;2019-11-12;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b071dv7gt9;15;1;6,6667%;€ 1,14;€ 1,14;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-08;2019-11-08;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b071vyprwh;36;1;2,7778%;€ 1,00;€ 1,00;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-12;2019-11-12;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b072pq4qmq;40;1;2,5000%;€ 0,63;€ 0,63;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-12;2019-11-15;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b073txsmjg;79;2;2,5316%;€ 0,94;€ 1,87;€ 6,71;27,8689%;3,59;1;1;50,0000%;1;0;€ 6,71;€ 0,00
2019-11-07;2019-11-07;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b078hzw9gm;24;1;4,1667%;€ 0,70;€ 0,70;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-10;2019-11-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b079pttn54;12;1;8,3333%;€ 1,15;€ 1,15;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-08;2019-11-08;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07b2jy4cy;25;1;4,0000%;€ 0,69;€ 0,69;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-10;2019-12-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07c6dq4sg;1;1;100,0000%;€ 0,29;€ 0,29;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-08;2019-11-08;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07fgdzsx9;40;2;5,0000%;€ 0,94;€ 1,87;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-13;2019-11-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07g954m5q;79;1;1,2658%;€ 1,05;€ 1,05;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-08;2019-11-09;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07gcjrd78;146;3;2,0548%;€ 0,83;€ 2,50;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-12;2019-11-12;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07gxbrtqc;8;1;12,5000%;€ 0,66;€ 0,66;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-08;2019-11-08;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07jvj3wcy;9;1;11,1111%;€ 0,20;€ 0,20;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-13;2019-11-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07mbnwqjq;15;1;6,6667%;€ 1,04;€ 1,04;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-09;2019-11-19;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07n6dv8yl;997;4;0,4012%;€ 0,75;€ 2,98;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-08;2019-11-15;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07ql4z2d9;213;6;2,8169%;€ 0,94;€ 5,64;€ 6,71;84,0537%;1,19;1;1;16,6667%;1;0;€ 6,71;€ 0,00
2019-11-06;2019-11-06;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07sczfmtc;5;1;20,0000%;€ 0,83;€ 0,83;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-13;2019-11-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07st1pfms;7;1;14,2857%;€ 1,15;€ 1,15;€ 6,71;17,1386%;5,83;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-11-22;2019-11-22;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07tvv646x;4;1;25,0000%;€ 0,40;€ 0,40;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-13;2019-11-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07typ8xzs;87;1;1,1494%;€ 0,78;€ 0,78;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-13;2019-11-14;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07wx6jlxg;38;2;5,2632%;€ 0,98;€ 1,95;€ 6,71;29,0611%;3,44;1;1;50,0000%;1;0;€ 6,71;€ 0,00
2019-11-07;2019-11-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07x61vkmq;78;4;5,1282%;€ 1,00;€ 3,98;€ 16,78;23,7187%;4,22;1;2;25,0000%;2;0;€ 16,78;€ 0,00
2019-11-06;2019-11-12;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07xgjcdlz;28;2;7,1429%;€ 0,69;€ 1,37;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-11;2019-11-11;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;b07xqfhftw;105;1;0,9524%;€ 0,67;€ 0,67;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-02;2019-12-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;bambus zahnbürste;195;4;2,0513%;€ 0,93;€ 3,73;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-01;2019-12-12;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;bambus zahnbürsten;4300;27;0,6279%;€ 0,71;€ 19,07;€ 17,13;111,3252%;0,90;2;2;7,4074%;2;0;€ 17,13;€ 0,00
2019-11-09;2019-11-09;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;bambus zahnbürsten mittel;16;2;12,5000%;€ 0,95;€ 1,89;€ 6,71;28,1669%;3,55;1;1;50,0000%;1;0;€ 6,71;€ 0,00
2019-11-05;2019-12-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;bambus-zahnbürste;89;3;3,3708%;€ 0,65;€ 1,94;€ 7,14;27,1709%;3,68;1;1;33,3333%;1;0;€ 7,14;€ 0,00
2019-11-02;2019-12-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;holz zahnbürsten;220;19;8,6364%;€ 0,71;€ 13,51;€ 21,42;63,0719%;1,59;3;3;15,7895%;3;0;€ 21,42;€ 0,00
2019-11-06;2019-11-09;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;holzzahnbürste;187;4;2,1390%;€ 1,06;€ 4,22;€ 6,71;62,8912%;1,59;1;1;25,0000%;1;0;€ 6,71;€ 0,00
2019-11-03;2019-12-11;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;lazy zola;24;10;41,6667%;€ 0,26;€ 2,62;€ 15,10;17,3510%;5,76;2;2;20,0000%;2;0;€ 15,10;€ 0,00
2019-11-05;2019-12-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;lazy zola zahnbürste;9;7;77,7778%;€ 0,19;€ 1,36;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-07;2019-12-12;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;nachhaltige zahnbürste;30;4;13,3333%;€ 0,63;€ 2,53;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-08;2019-12-08;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;nachhaltige zahnbürste weich;2;1;50,0000%;€ 0,42;€ 0,42;€ 7,14;5,8824%;17,00;1;1;100,0000%;1;0;€ 7,14;€ 0,00
2019-12-13;2019-12-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;nachhaltige zahnbürsten;2;1;50,0000%;€ 0,86;€ 0,86;€ 7,14;12,0448%;8,30;1;1;100,0000%;1;0;€ 7,14;€ 0,00
2019-11-03;2019-11-03;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;vegan zahnbürste;11;1;9,0909%;€ 0,78;€ 0,78;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-11;2019-11-28;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;weiche zahnbürste;10;2;20,0000%;€ 0,39;€ 0,78;€ 12,58;6,2003%;16,13;2;2;100,0000%;2;0;€ 12,58;€ 0,00
2019-12-11;2019-12-11;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;weiche zahnbürste bambus;3;1;33,3333%;€ 0,85;€ 0,85;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-20;2019-12-04;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste aktivkohle;14;3;21,4286%;€ 0,51;€ 1,53;€ 8,39;18,2360%;5,48;1;1;33,3333%;1;0;€ 8,39;€ 0,00
2019-12-11;2019-12-11;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste aktivkohle weich;1;1;100,0000%;€ 0,60;€ 0,60;€ 7,14;8,4034%;11,90;1;1;100,0000%;1;0;€ 7,14;€ 0,00
2019-11-02;2019-12-11;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste bambus;465;10;2,1505%;€ 1,00;€ 10,04;€ 15,53;64,6491%;1,55;2;2;20,0000%;2;0;€ 15,53;€ 0,00
2019-11-08;2019-11-08;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste borsten;1;1;100,0000%;€ 0,81;€ 0,81;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-15;2019-11-15;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste für aktivkohle;2;1;50,0000%;€ 0,64;€ 0,64;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-02;2019-12-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste holz;751;27;3,5952%;€ 0,78;€ 21,07;€ 28,54;73,8262%;1,35;4;4;14,8148%;4;0;€ 28,54;€ 0,00
2019-11-03;2019-12-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste nachhaltig;44;7;15,9091%;€ 0,58;€ 4,09;€ 20,97;19,5041%;5,13;3;3;42,8571%;3;0;€ 20,97;€ 0,00
2019-12-11;2019-12-11;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste nachhaltig vegan;2;1;50,0000%;€ 0,82;€ 0,82;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-23;2019-11-23;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste vegan;5;1;20,0000%;€ 0,72;€ 0,72;€ 5,87;12,2658%;8,15;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-11-11;2019-12-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste weich;212;11;5,1887%;€ 0,55;€ 6,00;€ 11,74;51,1073%;1,96;2;2;18,1818%;2;0;€ 11,74;€ 0,00
2019-11-20;2019-11-20;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürste weiche borsten;1;1;100,0000%;€ 0,68;€ 0,68;€ 6,71;10,1341%;9,87;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-11-02;2019-12-10;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürsten bambus;22;3;13,6364%;€ 1,16;€ 3,49;€ 7,14;48,8796%;2,05;1;1;33,3333%;1;0;€ 7,14;€ 0,00
2019-11-02;2019-12-13;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürsten holz;30;4;13,3333%;€ 0,77;€ 3,07;€ 5,87;52,2998%;1,91;1;1;25,0000%;1;0;€ 5,87;€ 0,00
2019-11-03;2019-11-03;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürsten in holz;6;1;16,6667%;€ 0,38;€ 0,38;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-09;2019-12-09;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürsten nachhaltig;1;1;100,0000%;€ 0,49;€ 0,49;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-04;2019-11-04;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürsten vegan;3;1;33,3333%;€ 0,51;€ 0,51;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-16;2019-11-28;Not grouped;EUR;Lazy Zola Automated;Lazy Zola Toothbrush;*;-;zahnbürsten weich;13;2;15,3846%;€ 0,54;€ 1,07;€ 12,58;8,5056%;11,76;2;2;100,0000%;2;0;€ 12,58;€ 0,00
